,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,5426,Solana,SOL,solana,852,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,510033373.1963006,596488623.471404,True,,6,,,,2025-03-19T11:08:00.000Z,126.51515493314851,2074943124.3537679,-28.8603,-0.078572,1.75301919,1.14551898,-31.2629197,-47.86237691,-39.71690331,64526951231.006325,2.3594,75464850614.35,,2025-03-19T11:08:00.000Z,,,,,,2025-03-19 16:38:41.641988
6,3408,USDC,USDC,usd-coin,26329,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,58815738406.82009,58815738406.82009,False,,7,,,,2025-03-19T11:08:00.000Z,0.9999034336808291,7680207504.606217,-4.97,0.00033358,0.00340779,-0.00021825,-0.01954394,-0.00957238,-0.03466124,58810058787.45283,2.1504,58810058787.45,,2025-03-19T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-03-19 16:38:41.641988
7,2010,Cardano,ADA,cardano,1480,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35234797228.45088,44994936166.53273,False,,8,,,,2025-03-19T11:08:00.000Z,0.7162120169358637,686369348.4829433,2.6382,-0.08370911,1.72826871,-2.83515931,-10.88972607,-32.26562163,-27.06452809,25235585189.314987,0.9228,32229540762.11,,2025-03-19T11:08:00.000Z,,,,,,2025-03-19 16:38:41.641988
8,74,Dogecoin,DOGE,dogecoin,1177,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148491776383.70523,148491776383.70523,True,,9,,,,2025-03-19T11:08:00.000Z,0.168169409666124,794813227.382526,-29.0637,-0.04832509,0.8614905,0.54814575,-36.16802413,-57.50111239,-53.82289504,24971774374.7218,0.9131,24971774374.72,,2025-03-19T11:08:00.000Z,,,,,,2025-03-19 16:38:41.641988
9,1958,TRON,TRX,tron,1133,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,95018985737.39238,95019005042.51129,True,,10,,,,2025-03-19T11:08:00.000Z,0.2298486038396422,1232993839.569805,75.9865,-0.00344747,2.87699415,3.93905317,-6.81218354,-3.99656456,-13.35549919,21839981209.998512,0.7986,21839985647.25,,2025-03-19T11:08:00.000Z,,,,,,2025-03-19 16:38:41.641988
10,1975,Chainlink,LINK,chainlink,1958,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,11,,,,2025-03-19T11:08:00.000Z,14.193102255137845,335869600.16376907,-7.4389,0.93404031,2.25455814,6.92337678,-26.96683669,-40.73613556,-43.82911246,9326287072.484457,0.341,14193102255.14,,2025-03-19T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-03-19 16:38:41.641988
11,3957,UNUS SED LEO,LEO,unus-sed-leo,57,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923908817.9,985239504.0,False,,12,,,,2025-03-19T11:08:00.000Z,9.79906486422684,2290421.20239197,-30.7229,0.13043755,0.0269129,0.84263139,0.10977415,0.41125924,7.80960944,9053442435.233244,0.331,9654425806.49,,2025-03-19T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-03-19 16:38:41.641988
12,11419,Toncoin,TON,toncoin,699,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2481634291.929673,5125016311.543553,True,,13,,,,2025-03-19T11:08:00.000Z,3.577566715701351,307594401.3536302,24.1865,-0.04322674,1.50401799,31.98931305,-6.23748459,-32.56024344,-34.12523949,8878212243.350689,0.3246,18335087773.6,,2025-03-19T11:08:00.000Z,,,,,,2025-03-19 16:38:41.641988
13,512,Stellar,XLM,stellar,689,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30754525091.81416,50001786892.81798,False,,14,,,,2025-03-19T11:08:00.000Z,0.2795572156993057,225673678.03934056,9.974,0.6105882,3.64161398,9.83428948,-18.10349362,-38.62945342,-31.5215063,8597649404.822,0.3144,13978365892.3,,2025-03-19T11:08:00.000Z,,,,,,2025-03-19 16:38:41.641988
14,4642,Hedera,HBAR,hedera,330,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,42219399509.22208,50000000000.0,False,,15,,,,2025-03-19T11:08:00.000Z,0.1895056818619565,183920177.24639386,-17.7673,-0.03637021,1.6890411,-6.12059236,-14.24011491,-44.97747828,-35.63924857,8000816091.797481,0.2926,9475284093.1,,2025-03-19T11:08:00.000Z,,,,,,2025-03-19 16:38:41.641988
